,Way_Id,Nod_ref,Tags
15531,402358468,"['4038092331', '4047683599', '4047683601']","{'voltage': '66000', 'frequency': '50', 'power': 'line', 'circuits': '1', 'line': 'bay', 'cables': '3'}"
15532,402358469,"['4047683602', '4047683600', '4038092331']","{'voltage': '66000', 'frequency': '50', 'power': 'line', 'circuits': '1', 'line': 'bay', 'cables': '3'}"
15533,402358472,"['4047683594', '1428881334', '4047683592', '4047683591']","{'circuits': '2', 'frequency': '50', 'power': 'cable', 'location': 'underground', 'voltage': '66000', 'cables': '6'}"
15534,402358473,"['4047683591', '4047683588', '4047683586', '4047683584', '4047683583', '4047683581']","{'voltage': '66000', 'circuits': '2', 'frequency': '50', 'power': 'line', 'cables': '6'}"
15535,402358474,"['4047683572', '4047683564', '4047683563', '4047683562', '4047683561', '4047683559', '4047683556', '4047683555', '4047683553', '4047683551', '4047683550', '4047683549', '4047683546', '4047683544', '4047683542', '4047683540', '4047683539', '4047683537', '4047683536', '4047683535', '4047683534', '4047683532', '4047683531', '4047683529', '4047683528', '4047683527', '4047683526', '4047683525', '4047683523', '4047683522', '4047683520', '4047683519', '4047683518', '4047683516', '4047683515', '4047683511', '4047683510', '4047683508', '4047683507', '4047683506', '4047683505', '4047683504', '4047683503', '4047683502', '4047683501', '4047683500', '4047683499', '4047683498', '4047683497', '4047683496', '4047683495', '4047683494', '4047683493', '4047683492', '4047683491', '4047683490', '4047683489', '4047683288', '4047683287', '4047683286', '4047683285', '4047683284', '4047683283', '4047683282']","{'voltage': '132000', 'circuits': '1', 'frequency': '50', 'power': 'line', 'cables': '3'}"
15536,402358475,"['4038092332', '4047683603', '4047683598', '4047683597', '4047683596', '4047683595', '4047683594']","{'voltage': '66000', 'circuits': '2', 'frequency': '50', 'power': 'line', 'cables': '6'}"
15537,402358476,"['4047683572', '4047683582', '4047683585', '4047683587', '4047683589', '4047683590', '4047683593']","{'voltage': '132000', 'circuits': '1', 'frequency': '50', 'power': 'line', 'cables': '3'}"
15538,403885331,"['4061855018', '4061855019', '4061855020', '4062007809', '4061855021', '4061855022', '4061855023']","{'maxspeed': '20', 'highway': 'residential'}"
15539,403885332,"['4061855023', '4061855024', '4061855025', '4061855026', '4061855027', '4061855028', '4061855029', '4061855031']",{}
15540,403885333,"['4061855030', '4061855032', '4061855031']",{}
15541,403885334,"['4061855032', '4061855033']",{}
15542,403908079,"['4062075844', '4062075845', '4062075846', '4062075847', '4062075848', '4062075849', '4060287306', '4060287305', '4062075850', '4060287311', '4060287304', '4062075851', '4060287307', '4062075852', '4062075844']","{'name': 'Parque de Plaza deToros', 'leisure': 'park'}"
15543,403908706,"['4062080704', '4061855023', '4061855024', '4061855025', '4061855026', '4061855027', '4061855028', '4061855029', '4061855031', '4062080705', '4062080706', '4062080704']","{'name': 'Paseo y terraza de Plaza de Toros', 'leisure': 'playground'}"
15544,406630236,"['1688542710', '1688542713']",{'name': 'BARRERA METALICA QUE SEPARA LA PROPIEDAD'}
15545,407368444,"['304495463', '4094128182', '4094128183', '4094128184', '4094128185', '4094128186', '4094128187', '4094128188', '4094136489', '4094136490', '4094136491', '304495643', '4094136492', '4094136493', '4094136494', '4094136495', '4094136496', '4094136497', '4094136498', '304495462', '4094136499', '304495463']",{'waterway': 'riverbank'}
15546,407716558,"['4097484838', '4097484836', '4097484839', '4097484837', '4097484838']","{'addr:housename': 'Calle Valenzuela', 'building': 'residential', 'addr:housenumber': '13'}"
15547,408855739,"['303991691', '627051982']","{'name': 'Calle Verónica de la Magdalena', 'highway': 'residential', 'oneway': 'yes'}"
15548,408855740,"['303991691', '49937491']","{'name': 'Calle Cruz', 'highway': 'pedestrian', 'oneway': 'no'}"
15549,408855741,"['290969201', '303991691']","{'name': 'Calle Verónica de la Magdalena', 'highway': 'residential', 'oneway': 'yes'}"
15550,408855742,"['290969201', '290969202', '614296490']","{'name': 'Calle Moral de la Magdalena', 'highway': 'residential', 'oneway': 'yes'}"
15551,408855743,"['627051982', '627051990']","{'name': 'Calle Águila', 'highway': 'residential', 'oneway': 'yes'}"
15552,408855744,"['627051982', '303992429']","{'name': 'Calle Verónica de la Magdalena', 'highway': 'residential', 'oneway': 'yes'}"
15553,408855745,"['303992429', '1691760990', '303992466']","{'name': 'Calle Ángel', 'highway': 'residential', 'oneway': 'no'}"
15554,408855746,"['303992429', '1691760985', '265079859']","{'name': 'Calle Verónica de la Magdalena', 'highway': 'residential', 'oneway': 'yes'}"
15555,409476268,"['306522035', '1187111198', '1187111176', '1330218556', '2271177893']","{'name': 'Cuesta Alhacaba', 'foot': 'yes', 'motor_vehicle': 'yes', 'access': 'yes', 'surface': 'paved', 'highway': 'residential', 'oneway': 'yes'}"
15556,411782120,"['582274739', '1074119601', '1074121727', '2786947098', '49937659', '1654435899', '1212989153']","{'name': 'Calle Elvira', 'horse': 'yes', 'bicycle': 'yes', 'motor_vehicle': 'no', 'foot': 'yes', 'access': 'yes', 'maxspeed': '30', 'highway': 'residential', 'oneway': 'yes', 'surface': 'cobblestone', 'cycleway': 'no'}"
15557,416615869,"['4173676461', '4173676462', '4173676463', '4173676464', '4173676461']","{'website': 'http://cienciasdelasalud.ugr.es', 'name': 'Facultad de Ciencias de la Salud', 'addr:street': 'Avenida de la Ilustración', 'operator': 'Universidad de Granada', 'building': 'university', 'wikipedia': 'es:Facultad de Ciencias de la Salud de la Universidad de Granada'}"
15558,416615870,"['4173676465', '4173676466', '4173676467', '4173676468', '4173676469', '4173676470', '4173676471', '4173676472', '4173676473', '4173676474', '4173676475', '4173676476', '4173676477', '4173676478', '4173676479', '4173676480', '4173676481', '4173676482', '4173676483', '4173676484', '4173676485', '4173676486', '4173676487', '4173676488', '4173677989', '4173677990', '4173677991', '4173677992', '4173677993', '4173677994', '4173677995', '4173677996', '4173677997', '4173677998', '4173677999', '4173678000', '4173678001', '4173678002', '4173678003', '4173678004', '4173678005', '4173678006', '4173678007', '4173676465']","{'website': 'http://medicina.ugr.es', 'name': 'Facultad de Medicina', 'addr:street': 'Avenida de la Investigación', 'operator': 'Universidad de Granada', 'building': 'university', 'wikipedia': 'es:Facultad de Medicina de la Universidad de Granada'}"
15559,416615871,"['4173678008', '4173678009', '4173678010', '4173678011', '4173678012', '4173678013', '4173678014', '4173678015', '4173678016', '4173678017', '4173678018', '4173678019', '4173678020', '4173678021', '4173678022', '4173678023', '4173678024', '4173678025', '4173678026', '4173678027', '4173678028', '4173678029', '4173678030', '4173678031', '4173678032', '4173678033', '4173678034', '4173678035', '4173678036', '4173678037', '4173678038', '4173678039', '4173678040', '4173678041', '4173678042', '4173678043', '4173678008']","{'website': 'http://www.ugr.es', 'amenity': 'university', 'building': 'university', 'name': 'Edificio UGR de Servicios Comunes del Campus de la Salud'}"
15560,416615872,"['4173678044', '4173678045', '4173678046', '4173678047', '4173678044']","{'amenity': 'parking', 'name': 'Aparcamiento'}"
15561,416615873,"['4173678048', '4173678049', '4173678050', '4173678051', '4173678048']","{'name': 'Edificio BioRegión', 'building': 'university'}"
15562,416617309,"['4173692069', '4173692070', '4173692071', '4173692072', '4173692073', '4173693140', '4173692074', '4173692075', '4173692076', '4173692077', '4173692078', '4173692079', '4173692080', '4173692081', '4173692082', '4173692083', '4173692084', '4173692085', '4173692086', '4173693158', '4173692087']","{'highway': 'service', 'service': 'driveway'}"
15563,416617310,"['4173692088', '4173693089', '4173693090', '4173693091', '4173693092', '4173693093', '4173693094', '4173693095', '4173692087', '4173693096', '4173693097', '4173693098', '4173693099', '4173693100']",{'highway': 'residential'}
15564,416617311,"['4173693101', '4173693102', '4173693103', '4173693104', '4173693105', '4173693106', '4173693107']",{'highway': 'path'}
15565,416617312,"['4173693102', '4173693108', '4173693109', '4173693110', '4173693111']",{'highway': 'path'}
15566,416617313,"['4173693112', '4173693113', '4173693114', '4173693115', '4173693116', '4173693117', '4173693118']",{'highway': 'path'}
15567,416617314,"['4173693118', '4173693119', '4173693120', '4173693121', '4173693122', '4173693123', '4173693124', '4173693125', '4173693126', '4173693127', '4173693128', '4173693129', '4173693130', '4173693131', '4173693132', '4173693133', '4173693134', '4173693135', '4173693111', '4173693136', '4173693137', '4173693138', '4173693139', '4173693140', '4173693141', '4173693142', '4173693143', '4173693144', '4173693145', '4173693146', '4173693147', '4173693148', '4173693149', '4173693150', '4173693151', '4173693152', '4173693153']",{'highway': 'path'}
15568,416617315,"['4173693131', '4173693154', '4173693155', '4173693156', '4173693157']",{'highway': 'path'}
15569,416617316,"['4173693158', '4173693159', '4173693160']","{'highway': 'service', 'service': 'driveway'}"
15570,416617317,"['4173693161', '4173693162']","{'highway': 'service', 'service': 'driveway'}"
15571,416617318,"['4173693163', '4173693164', '4173693165', '4173693166', '4173693167']","{'highway': 'service', 'service': 'driveway'}"
15572,416617319,"['4173693168', '4173693169', '4173693170', '4173693171', '4173693172', '4173693173', '4173693174', '4173693175', '4173693176', '4173693177', '4173693178', '4173693179']",{'highway': 'residential'}
15573,416687393,"['4174184560', '4174184561', '4174184562']",{'highway': 'cycleway'}
15574,416687395,"['4174184563', '4174184564', '4174184565']","{'highway': 'service', 'service': 'driveway'}"
15575,416687398,"['4174184567', '4174184568', '4174184569', '4174184570', '4174184571', '4174184567']",{'amenity': 'parking'}
15576,416687401,"['4174184572', '4174184573', '4174184574', '4174184575', '4174184572']","{'sport': 'soccer', 'leisure': 'pitch'}"
15577,416687404,"['4174184576', '4174184577', '4174184578', '4174184579', '4174184576']",{'building': 'yes'}
15578,416687407,"['4174184580', '4174184581', '4174184582', '4174184583', '4174184580']",{'leisure': 'swimming_pool'}
15579,416687409,"['4174184584', '4174184585', '4174184586', '4174184587', '4174184584']",{'building': 'yes'}
15580,416687411,"['4174184588', '4174187289', '4174187290', '4174184588']",{'leisure': 'swimming_pool'}
15581,416687413,"['4174187291', '4174187292', '4174187293', '4174187294', '4174187295', '4174187296', '4174187297', '4174187291']",{'building': 'yes'}
15582,416687415,"['4174187308', '4174187309', '4174187310', '4174187311', '4174187308']",{'building': 'yes'}
15583,416687417,"['4174187312', '4174187313', '4174187314', '4174187315', '4174187316', '4174187317', '4174187312']",{'leisure': 'swimming_pool'}
15584,416687419,"['4174187318', '4174187319', '4174187320', '4174187321', '4174187322', '4174187323', '4174187318']",{'leisure': 'swimming_pool'}
15585,416687422,"['4174187324', '4174187325', '4174187326', '4174187327', '4174187324']",{'leisure': 'swimming_pool'}
15586,416687424,"['4174187328', '4174187329', '4174187330', '4174187331', '4174187332', '4174187333', '4174187334', '4174187335', '4174187336', '4174187328']",{'building': 'yes'}
15587,416687428,"['4174187337', '4174187338', '4174187339', '4174187340', '4174187337']",{'leisure': 'swimming_pool'}
15588,416687429,"['4174187341', '4174187342', '4174187343', '4174187344', '4174187345', '4174187346', '4174187347', '4174187348', '4174187349', '4174187350', '4174187341']",{'leisure': 'swimming_pool'}
15589,416687434,"['4174187351', '4174187352', '4174187353', '4174187354', '4174187351']",{'amenity': 'parking'}
15590,416687437,"['4174187355', '4174187356', '4174187357', '4174187358', '4174187355']","{'sport': 'soccer', 'leisure': 'pitch'}"
15591,416687442,"['4174187359', '4174187360', '4174187361', '4174187362', '4174187359']","{'sport': 'basketball', 'leisure': 'pitch'}"
15592,416687445,"['4174187363', '4174187364', '4174187365', '4174187366', '4174187367', '4174187368', '4174187369', '4174187370', '4174187371', '4174187372', '4174187373', '4174187363']",{'building': 'yes'}
15593,416687448,"['4174187374', '4174187375', '4174187376', '4174187377', '4174187374']",{'building': 'yes'}
15594,416687452,"['4174187378', '4174187379', '4174187380', '4174187381', '4174187382', '4174187383', '4174187707', '4174187710', '4174187709', '4174187386', '4174187387', '4174187388', '4174187689', '4174187690', '4174187691', '4174187692', '3946090066', '4174187693', '4174187694', '4174187695', '4174187696', '4174187697', '4174187698', '4174187699', '4174187700', '4174187701', '4174187702', '4174187703', '4174187704', '4174187705', '4174187378']","{'name': 'Forum Plaza', 'building': 'yes'}"
15595,416687459,"['544810299', '4174187711', '4174187712', '4174187713', '4174187714', '4174187715', '4174187716', '4174187717', '4174187718', '4174187719', '4174187720', '4174187721', '4174187722', '4174187723', '4174187724', '4174187725', '4174187726']","{'highway': 'service', 'service': 'driveway'}"
15596,416687463,"['4174187727', '4174187728', '4174187729', '4174187730', '4174187731', '4174187732', '4174187733', '4174187734', '4174187735', '4174187727']",{'landuse': 'allotments'}
15597,416687467,"['4174187736', '4174187737', '4174187738', '4174187739', '4174187736']",{'leisure': 'swimming_pool'}
15598,416687470,"['4174187740', '4174187741', '4174187742', '4174187743', '4174187740']",{'building': 'yes'}
15599,416687474,"['4174187744', '4174187745', '4174187746', '4174187747', '4174187744']",{'building': 'yes'}
15600,416687477,"['4174187748', '4174187749', '4174187750', '4174187751', '4174187748']",{'building': 'yes'}
15601,416687480,"['4174187752', '4174187753', '4174187754', '4174187755', '4174187752']",{'building': 'yes'}
15602,416688438,"['4174194794', '4174194795', '4174194796', '4174194797', '4174194794']",{'leisure': 'pitch'}
15603,416688439,"['4174194798', '4174194799', '4174194800', '4174194801', '4174194798']",{'leisure': 'pitch'}
15604,416688442,"['4174194802', '4174194803', '4174194804', '4174194805', '4174194802']",{'leisure': 'pitch'}
15605,416688444,"['4174194806', '4174194807', '4174194808', '4174194809', '4174194806']",{'leisure': 'pitch'}
15606,416688447,"['4174194810', '4174194811', '4174194812', '4174194813', '4174194810']",{'leisure': 'pitch'}
15607,416688449,"['4174194814', '4174194815', '4174194816', '4174194817', '4174194814']",{'leisure': 'pitch'}
15608,416688452,"['4174194818', '4174194819', '4174194820', '4174194821', '4174194822', '4174194823', '4174194818']",{'leisure': 'swimming_pool'}
15609,416689028,"['4174195346', '4174195347', '4174195348', '4174195349', '4174195346']",{'amenity': 'fountain'}
15610,416689032,"['4174195360', '4174195361', '4174195362', '4174195363', '4174195364', '4174195365', '4174195366', '4174195367', '4174195368', '4174195350', '4174195351', '4174195354', '4174195355', '4174195356', '4174195357', '4174195358', '4174195359', '4174195352', '4174195353', '4174195360']",{'amenity': 'fountain'}
15611,416689038,"['4174195379', '4174195380', '4174195381', '4174195382', '4174195383', '4174195384', '4174195385', '4174195386', '4174195387', '4174195369', '4174195372', '4174195373', '4174195374', '4174195375', '4174195376', '4174195377', '4174195378', '4174195370', '4174195371', '4174195379']",{'amenity': 'fountain'}
15612,416692926,"['4174221289', '4174221290', '4174221291', '4174221292', '4174221289']","{'name': 'Patio primero', 'landuse': 'cemetery'}"
15613,416692928,"['4174221293', '4174221294', '4174221295', '4174221296', '4174221293']","{'name': 'Patio segundo', 'landuse': 'cemetery'}"
15614,416692930,"['4174221297', '4174221298', '4174221299', '4174221300', '4174221297']","{'name': 'Patio tercero', 'landuse': 'cemetery'}"
15615,416692932,"['4174221301', '4174221302', '4174221303', '4174221304', '4174221301']","{'name': 'Patio de San Pedro', 'landuse': 'cemetery'}"
15616,416692935,"['4174221305', '4174221306', '4174221307', '4174221308', '4174221305']","{'name': 'Patio de San Pablo', 'landuse': 'cemetery'}"
15617,416692938,"['4174221309', '4174221310', '4174221311', '4174221312', '4174221309']","{'name': 'Patio de la Ermita', 'landuse': 'cemetery'}"
15618,416692940,"['4174221313', '4174221314', '4174221315', '4174221316', '4174221317', '4174221318', '4174221319', '4174221320', '4174221321', '4174221313']","{'amenity': 'place_of_worship', 'building': 'yes', 'religion': 'christian'}"
15619,416692943,"['4174221322', '4174221323', '4174221324', '4174221325', '4174221322']","{'name': 'Patio de San José', 'landuse': 'cemetery'}"
15620,416692945,"['4174221326', '4174221327', '4174221328', '4174221329', '4174221326']","{'name': 'Patio de San Julio', 'landuse': 'cemetery'}"
15621,416692947,"['4174221330', '4174221331', '4174221332', '4174221333', '4174221330']","{'name': 'Patio de San Miguel', 'landuse': 'cemetery'}"
15622,416692949,"['4174221334', '4174221335', '4174221336', '4174221337', '4174221334']","{'name': 'Bosque de las Cenizas', 'landuse': 'cemetery'}"
15623,416692952,"['4174221338', '4174221339', '4174221340', '4174221341', '4174221343', '4174221346', '4174221345', '4174221344', '4174221342', '4174221338']","{'name': 'Patio de San Nicolás', 'landuse': 'cemetery'}"
15624,416692954,"['4174221347', '4174221348', '4174221349', '4174221350', '4174221347']","{'name': 'Patio de San Ramón', 'landuse': 'cemetery'}"
15625,416692956,"['4174221351', '4174221352', '4174221353', '4174221354', '4174221351']","{'name': 'Patio del Osario', 'landuse': 'cemetery'}"
15626,416692959,"['4174221355', '4174221356', '4174221357', '4174221358', '4174221359', '4174221360', '4174221355']","{'name': 'Patio de San Jacinto', 'landuse': 'cemetery'}"
15627,416692961,"['4174221361', '4174221362', '4174221363', '4174221364', '4174221365', '4174221361']","{'name': 'Patio de San Gregorio', 'landuse': 'cemetery'}"
15628,416692963,"['4174221366', '4174221367', '4174221368', '4174221372', '4174221369', '4174221370', '4174221371', '4174221366']","{'name': 'Patio de Santiago', 'landuse': 'cemetery'}"
15629,416692966,"['4174221373', '4174221374', '4174221375', '4174221376', '4174221373']","{'name': 'Patio de San Gregorio', 'landuse': 'cemetery'}"
15630,416692968,"['4174221377', '4174221378', '4174221379', '4174221380', '4234692204', '4174221377']","{'name': 'Patio de San Antonio', 'landuse': 'cemetery'}"
15631,416692970,"['4174221381', '4174221382', '4174221383', '4174221384', '4174221385', '4174221381']","{'name': 'Patio de San Francisco', 'landuse': 'cemetery'}"
15632,416692973,"['4174221386', '4174221387', '4174221388', '4174222189', '4174222190', '4174222191', '4174222192', '4174221386']","{'name': 'Patio de las Angustias', 'landuse': 'cemetery'}"
15633,416692975,"['4174222193', '4174222197', '4174222198', '4174222194', '4174222195', '4174222196', '4174222193']","{'name': 'Tienda del cementerio - floristería', 'shop': 'yes', 'building': 'yes'}"
15634,417687805,"['1219796087', '4181885903']","{'name': 'Calle Granados', 'highway': 'residential', 'oneway': 'yes'}"
15635,419005003,"['4192005429', '4192005430', '4192005431', '4192005432', '4192005429']","{'name': 'Smart Suites albaicin', 'building': 'hotel', 'addr:street': 'Calle San José Alta', 'addr:housenumber': '7'}"
15636,420083533,"['554797709', '1353958375', '388430245']","{'surface': 'paved', 'name': 'Camino de Ronda', 'highway': 'primary', 'oneway': 'yes'}"
15637,420540387,"['4204837195', '4204837196', '4204837197', '4204837198', '4204837195']",{'leisure': 'swimming_pool'}
15638,420540388,"['4204837199', '4204837200', '4204837201', '4204837202', '4204837199']","{'sport': 'tennis', 'leisure': 'pitch'}"
15639,420540389,"['4204837203', '4204837204', '4204837205', '4204837206', '4204837203']","{'sport': 'tennis', 'leisure': 'pitch'}"
15640,420540390,"['4204837207', '4204837208', '4204837209', '4204837210', '4204837207']","{'sport': 'tennis', 'leisure': 'pitch'}"
15641,420540391,"['4204837211', '4204837212', '4204837213', '4204837214', '4204837211']","{'sport': 'tennis', 'leisure': 'pitch'}"
15642,420540392,"['4204837215', '4204837216', '4204837217', '4204837218', '4204837215']","{'sport': 'tennis', 'leisure': 'pitch'}"
15643,420540393,"['4204837219', '4204837220', '4204837221', '4204837222', '4204837219']",{'leisure': 'garden'}
15644,420540394,"['4204837223', '4204837224', '4204837225', '4204837226', '4204837223']","{'amenity': 'cafe', 'building': 'yes'}"
15645,420540395,"['4204837227', '4204837228', '4204837229', '4204837230', '4204837231', '4204837232', '4204837233', '4204837234', '4204837235', '4204837236', '4204837237', '4204837238', '4204837239', '4204837240', '4204837241', '4204837242', '4204837227']",{'historic': 'memorial'}
15646,420540396,"['4204837267', '4204837268', '4204837269', '4204837267']",{'historic': 'memorial'}
15647,420540397,"['4204837270', '4204837271', '4204837272', '4204837273', '4204837274', '4204837275', '4204837276', '4204837277', '4204837278', '4204837279', '4204837270']",{'amenity': 'fuel'}
15648,420540398,"['4204837280', '4204837281', '4204837282', '4204837283', '4204837280']","{'amenity': 'car_wash', 'building': 'yes'}"
15649,420540399,"['1927319928', '4204837629', '4204837630', '4204837631', '4204837633', '4204837626', '4204837625', '4204837623', '4204837622', '1927319928']",{'building': 'yes'}
15650,420540400,"['4204837631', '4204837627', '4204837635', '4204837624', '4204837630', '4204837631']",{'building': 'yes'}
15651,420540401,"['4204837635', '4204837634']",{}
15652,420540402,"['4204837634', '4204837636', '4204837637', '4204837624', '4204837635', '4204837634']",{'building': 'yes'}
15653,420540403,"['4204837639', '4204837642', '4204837643', '4204837644', '4204837657', '4204837638', '4204837639']",{'leisure': 'garden'}
15654,420540404,"['4204837645', '4204837646', '4204837647', '4204837648', '4204837645']",{'leisure': 'garden'}
15655,420540405,"['4204837649', '4204837650', '4204837651', '4204837652', '4204837653', '4204837654', '4204837655', '4204837649']",{'leisure': 'garden'}
15656,420540406,"['4204837657', '4204837644', '4204837658', '4204837659', '4204837657']",{'amenity': 'motorcycle_parking'}
15657,420540407,"['4204837671', '4204837672', '4204837673', '4204837674', '4204837675', '4204837676', '4204837677', '4204837678', '4204837660', '4204837661', '4204837664', '4204837665', '4204837666', '4204837667', '4204837668', '4204837669', '4204837670', '4204837662', '4204837663', '4204837671']",{'amenity': 'fountain'}
15658,420540408,"['4204837691', '4204837692', '4204837693', '4204837694', '4204837695', '4204837696', '4204837697', '4204837679', '4204837680', '4204837683', '4204837684', '4204837685', '2795260970', '4353292867', '4204837687', '4204837688', '4204837689', '4204837690', '4204837681', '4204837682', '4204837691']",{'leisure': 'garden'}
15659,420540409,"['4204837698', '4204837699', '4204837700', '4204837701', '4204837702', '4204837703', '4204837704', '4204837705', '4204837698']",{'leisure': 'garden'}
15660,420540410,"['4204837706', '4204837707', '4204837708', '4204837709', '4204837710', '4204837711', '4204837712', '4204837713', '4204837714', '4204837715', '4204837716', '4204837717', '4204837706']",{'leisure': 'garden'}
15661,420540411,"['4204837718', '4204837719', '4204837720', '4204837721', '4204837722', '4204837723', '4204837724', '4204837725', '4204837726', '4204837718']",{'leisure': 'garden'}
15662,420540412,"['4204837727', '4204837728', '4204837729', '4204837730', '4204837731', '4204837732', '4204837733', '4204837734', '4204837727']",{'leisure': 'garden'}
15663,420540413,"['4204837735', '4204837736', '4204837737', '4204837738', '4204837739', '4204837740', '4204837735']",{'leisure': 'garden'}
15664,420540414,"['4204837741', '4204837742', '4204837743', '4204837744', '4204837745', '4204837746', '4204837741']",{'leisure': 'garden'}
15665,420540415,"['4204837747', '4204837748', '4204837749', '4204837750', '4204837751', '4204837752', '4204837753', '4204837754', '4204837747']",{'leisure': 'garden'}
15666,420540416,"['4204837775', '4204837776', '4204837777', '4204837778', '4204837779', '4204837780', '4204837781', '4204837763', '4204837764', '4204837767', '4204837768', '4204837769', '4204837770', '4204837771', '4204837772', '4204837773', '4204837774', '4204837765', '4204837766', '4204837775']",{'leisure': 'garden'}
15667,420540417,"['4204837786', '4204837787', '4204837788', '4204837889', '4204837890', '4204837891', '4204837892', '4204837893', '4204837786']",{'leisure': 'garden'}
15668,420540418,"['4204837894', '4204837895', '4204837896', '4204837897', '4204837894']",{'building': 'yes'}
15669,420540419,"['4204837898', '4204837899', '4204837900', '4204837901', '4204837898']",{'building': 'yes'}
15670,420540420,"['4204837902', '4204837903', '4204837904', '4204837905', '4204837902']",{'building': 'yes'}
15671,420540421,"['4204837906', '4204837907', '4204837908', '4204837909', '4204837906']",{'building': 'yes'}
15672,420540422,"['4204837910', '4204837911', '4204837912', '4204837913', '4204837910']",{'building': 'yes'}
15673,420540423,"['1749606718', '4204837914', '4204837915', '1320903616', '4204837916', '1749606718']",{'building': 'yes'}
15674,420540424,"['4204837917', '4204837918', '4204837919', '4204837920', '4204837921', '4204837922', '4204837917']",{'building': 'house'}
15675,420540425,"['4204837923', '4204837924', '4204837925', '4204837926', '4204837927', '4204837928', '4204837929', '4204837930', '4204837931', '4204837932', '4204837933', '4204837934', '4204837935', '4204837923']",{'building': 'house'}
15676,420540426,"['4204837936', '4204837937', '4204837938', '4204837939', '4204837940', '4204837941', '4204837942', '4204837943', '4204837944', '4204837945', '4204837936']",{'building': 'house'}
15677,420540427,"['4204837946', '4204837947', '4204837948', '4204837949', '4204837946']",{'building': 'yes'}
15678,420540428,"['4204837950', '4204837951', '4204837952', '1706986930', '4204837950']",{'building': 'yes'}
15679,420540429,"['4204837953', '4204837954', '4204837955', '4204837956', '4204837957', '4204837958', '4204837959', '4204837960', '4204837953']",{'building': 'yes'}
15680,420540430,"['4204837961', '4204837962', '4204837963', '4204837964', '4204837961']",{'building': 'yes'}
15681,420540431,"['4204837965', '4204837966', '4204837967', '4204837968', '4204837969', '4204837970', '4204837971', '4204837972', '4204837973', '4204837974', '4204837975', '4204837976', '4204837977', '4204837965']",{'building': 'yes'}
15682,421403184,"['3550377746', '4211643896', '4211643897', '3550377747', '3550377746']","{'addr:city': 'Pulianas', 'amenity': 'restaurant', 'website': 'http://www.kfc.es', 'smoking': 'no', 'addr:street': 'Calle Cartujila', 'cuisine': 'fast_food', 'takeaway': 'yes', 'delivery': 'no', 'building': 'yes', 'name': 'KFC'}"
15683,421404100,"['1384838050', '1514382095', '1384838121', '1384838118', '1384838084']","{'name': 'Calle el Polo', 'highway': 'track'}"
15684,421404103,"['1384838097', '1384838136', '1384838042', '1514382096', '1384838148', '1384838050']","{'name': 'Calle el Vito', 'highway': 'track'}"
15685,421404106,"['1384838076', '1384838104', '1514382103', '1384838097']","{'name': 'Calle Martinetes', 'highway': 'track'}"
15686,421575801,"['49953139', '582471198', '1695029906', '1519436023', '4213260348', '49953139']","{'amenity': 'university', 'operator': 'Universidad de Granada', 'name': 'Universidad de Granada - Campus Centro'}"
15687,421575802,"['4213260349', '4213260350', '4213260351', '4213260352', '4213260353', '4213260354', '4213260355', '4213260356', '4213260357', '4213260358', '4213260349']","{'website': 'http://etsag.ugr.es', 'name': 'Escuela Técnica Superior de Arquitectura', 'operator': 'Universidad de Granada', 'designation': 'Escuela Técnica Superior de Arquitectura', 'building': 'university', 'wikipedia': 'es:Escuela Técnica Superior de Arquitectura de la Universidad de Granada'}"
15688,421575803,"['4213260359', '4213260360', '4214738374', '4213260361', '4213260362', '4213260363', '4213260364', '4213260365', '4213260366', '4213260367', '4213260368', '4213260369', '4213260370', '4213260371', '4213260372', '4213260373', '3692465834', '4213260374', '4213260375', '4213260376', '4213260377', '4213260378', '4213260379', '4213260380', '4213260359']","{'website': 'http://www.ugr.es', 'amenity': 'university', 'addr:street': 'Avenida de la Ilustración', 'operator': 'Universidad de Granada', 'name': 'Universidad de Granada - Campus de la Salud', 'wikipedia': 'es:Universidad de Granada#Campus de la Salud'}"
15689,421604043,"['4213567537', '4213567538', '4213567535', '4213567533', '4213567534', '4213567536', '4213567537']","{'name': 'Terraza Catajuta', 'building': 'residential'}"
15690,421615412,"['4213659274', '4213659275', '4213659276', '4213659277', '4213659278', '4213659279', '1084950029', '4213659280', '4213659281', '4213659282', '4213659283', '4213659284', '4213659285', '1085125892', '4213659286', '4213659287', '4213659288', '4213669689', '4213669690', '4213669691', '4213669692', '4213669693', '4213669694', '4213669695', '4213669696', '4213669697', '4213669698', '4213669699', '4213669700', '4213669701', '4213669702', '4213669703', '4213669704', '1172618382', '4213669705', '2287009923']","{'surface': 'earth', 'highway': 'bridleway', 'bicycle': 'yes', 'foot': 'yes'}"
15691,421615415,"['2292964365', '2208840489']",{'highway': 'track'}
15692,421615416,"['4213669789', '763184023']",{'highway': 'track'}
15693,421615417,"['283371588', '4213669790', '763121025']",{'highway': 'track'}
15694,421718246,"['4214738369', '4214738370', '4214738328', '4214738329', '4324280632', '4214738333', '4214738334', '4214738335', '4214738336', '4214738337', '4324293199', '4324280625', '4324280627', '4324280667', '4324337649', '4324280666', '4324280664', '4214738353', '4214738354', '4214738355', '4214738356', '4214738357', '4214738358', '4214738359', '4214738360', '4214738361', '4214738362', '4214738363', '4214738364', '4214738365', '4214738366', '4214738367', '4214738371', '4214738391', '4214738369']","{'name': 'Parque de las Palmas', 'leisure': 'park'}"
